"filename", "language", "Properties", "Markdown", "JSON", "Python", "JavaScript", "pip requirements", "MS SQL", "JSON with Comments", "vue", "HTML", "JavaScript JSX", "comment", "blank", "total"
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/package.json", "JSON", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 77
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/public/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 1, 18
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/App.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 34
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/KeywordsGraph.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 42, 278
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/PatientInfo.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 543, 0, 0, 13, 56, 612
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/basicCheckDialogue.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 1, 25, 298
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/caseHistoryTable.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 5, 28, 154
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/medicalRecordTable.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 5, 30, 187
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/operationHistoryTable.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 440, 0, 0, 11, 70, 521
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/scoreTableDialogue.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 6, 14, 84
